"tfName","nOperons","nTargets","l2rm_mean","sd_l2r_mean","l2rm_max","sd_l2r_max","l2rm_sum","sd_l2r_sum","l2rm_prod","sd_l2r_prod","l2rm_geom","sd_l2r_geom","mse_mean","mse_max","mse_sum","mse_prod","mse_geom","dominantFunc","dominantFreq","dominantTie","bestGuessMSE","frequencyBestGuessMSE"
"MngR",2,3,0.0164497038933144,0.248902346492729,0.163077380952381,0.272099422588032,1.60141220461447,0.248902346492729,0.0291130952380952,0.206256378615798,0.00543452380952381,0.239491904387956,0.0239829379352975,0.0316398918724715,4.13538932356728,0.0243229228435081,0.0240525357560278,"max",0.476190476190476,FALSE,"mean",0.0535714285714286
"ModE",8,46,0.00948929304728814,0.200896639698501,0.738029761904762,0.317036075802774,5.5330512491043,0.200896639698501,1.86802380952381,3.38128896329816,-0.03005266563147,0.232905228792647,0.0330264285528437,0.964155408327038,2308.1874237151,206849081.674829,0.0497666999356365,"geom",0.511904761904762,FALSE,"mean",0.464285714285714
"MprA",3,6,0.159024439367928,0.773107153109588,0.560267857142857,0.722568733429224,2.74398694008908,0.773107153109588,-0.404261904761905,2.18843874088628,0.0148303571428571,1.02981543758421,50.5078942386451,0.515552831231542,27.5631517472758,72.3345963848319,72.3307443243945,"geom",0.351190476190476,FALSE,"max",0.255952380952381
"NadR",3,4,-0.206873099463223,0.611465298303416,0.252279761904762,0.577898183494438,1.79312690053678,0.611465298303416,-1.38119642857143,1.92332224502052,-0.336129464285714,0.692654222528051,0.188018143797458,0.215685129327376,6.9745739042754,0.759062370478204,0.229276594185681,"max",0.464285714285714,FALSE,"mean",0.166666666666667
"NikR",1,6,0.032963711047172,0.150113684415073,0.19627380952381,0.169395392000224,2.61792621176833,0.150113684415073,0.0869464285714285,0.363981628458679,0.0269563492063492,0.150065777591551,0.013330912081966,0.0330175004563221,25.9332210651292,0.695657383275894,0.0135518048419157,"geom",0.404761904761905,FALSE,"mean",0.178571428571429
"PepA",2,3,-0.767213235364101,0.771681175607356,0.137267857142857,0.30440784714551,0.817749265357055,0.771681175607356,-4.82127976190476,4.34610186124652,-1.52016865079365,1.43428867108822,0.2375163196192,0.0628756923439434,1.9473010658759,0.602886710567362,0.40307422052459,"max",0.726190476190476,FALSE,"max",0.726190476190476
"PrpR",2,5,-0.0706503667871633,0.155594424747151,0.143797619047619,0.169989311376689,2.2512777281002,0.155594424747151,-0.278220238095238,0.544369771580606,-0.085677380952381,0.162540445340668,0.0149527777811896,0.0272667244823862,15.0518345001638,0.107292642922866,0.0168340805705891,"max",0.422619047619048,FALSE,"mean",0.25
"PutA",2,2,-0.00907056431116519,0.0819094674827065,0.0511845238095238,0.0890838022926144,0.990929435688835,0.0819094674827065,0.0606785714285714,0.13873471524717,-0.0114791666666667,0.0829293103881679,0.00398102931956606,0.00544282796613509,1.10624947278697,0.0119638869921987,0.00418262825418846,"max",0.55952380952381,FALSE,"mean",0.00595238095238095
"RbsR",3,9,-0.555866557185479,0.805080559763955,0.229392857142857,0.428597546324219,2.61405844425683,0.805080559763955,-4.96117857142857,4.76146043529749,-1.10459656084656,1.37292668191722,49.8557880993532,0.230982923922994,60.5102367636469,69.3917632220634,64.6514818980959,"max",0.625,FALSE,"max",0.625
"RhaR",1,2,0.0263211711944309,0.0857382368017764,0.0930357142857143,0.105967506761776,1.02632117119443,0.0857382368017764,-0.01475,0.133609124701844,0.0236279761904762,0.0852706855340599,0.00355861633872265,0.00934360305680785,0.996930499580351,0.00935775909676354,0.00345888254776934,"geom",0.369047619047619,FALSE,"geom",0.369047619047619
"RstA",4,10,0.073612105123575,0.426066285664171,0.509529761904762,0.756183380204925,3.39554020001094,0.426066285664171,-0.343630952380952,1.09774332787155,0.0148583333333333,0.25923618953778,0.540205223374961,48.4275991396792,142.487795974148,60.3152131337319,0.0330957307003832,"geom",0.428571428571429,FALSE,"geom",0.428571428571429
"RtcR",1,2,0.0130360872203003,0.114614105093944,0.0699166666666667,0.123933457936136,1.0130360872203,0.114614105093944,0.0264166666666667,0.164427346555885,0.0110476190476191,0.114775193418427,0.00645855426570625,0.0101475776249634,1.05651545202518,0.0140577243330185,0.00646258165581872,"geom",0.44047619047619,FALSE,"mean",0.0416666666666667
"SoxR",7,8,-0.20384762809587,0.300838238897505,0.312089285714286,0.346629603179942,2.79615237190413,0.300838238897505,-3.18946428571429,2.51728308746343,-0.423396577380952,0.39365779977386,0.0992255996963823,0.62545735845733,38.7503998994723,1.7844926647283,0.16328561317837,"max",0.482142857142857,FALSE,"mean",0.357142857142857
"SrlR",1,7,0.17488584247244,0.414010392784488,0.542696428571429,0.488769514016044,2.98224076453004,0.414010392784488,0.0389940476190476,1.22611804287115,0.140422619047619,0.422543238675582,0.0796006117684464,0.240011099224427,38.5325933301146,0.543139738889292,0.0811824155874798,"geom",0.482142857142857,FALSE,"mean",0.113095238095238
"TreR",1,2,-0.106284626639367,1.04948344643351,0.203315476190476,1.129150775906,0.893715373360633,1.04948344643351,-0.442416666666667,1.63446352024204,-0.231520833333333,0.871921045418456,1953.84229797926,7813.22508753357,7829.30332236285,7528.63443070663,7.12148127512587,"max",0.422619047619048,FALSE,"geom",0.291666666666667
"UidR",2,4,0.083606899875755,0.245895543577326,0.33685119047619,0.309245685322835,2.08360689987575,0.245895543577326,-0.10689880952381,0.383722542599693,0.0624761904761905,0.244816511758729,0.0279324020258426,0.0986343855271915,8.9146730436682,0.0743030713300402,0.0273425924463958,"prod",0.321428571428571,FALSE,"geom",0.31547619047619
"XapR",1,2,-0.0191775724927543,0.126761603079149,0.045,0.134985339634227,0.980822427507246,0.126761603079149,0.00182142857142857,0.170604256197428,-0.0220208333333333,0.127392849823402,0.00861861524365224,0.0105628281119179,1.02169499266562,0.0142434256113539,0.00873712625638638,"geom",0.351190476190476,FALSE,"mean",0.119047619047619
"XylR",4,8,0.0908239009766656,0.301038288448318,0.263315476190476,0.417252033140943,3.09082390097667,0.301038288448318,-0.131916666666667,1.33293760681911,0.0760989583333334,0.219159467860621,0.00932301109996559,0.047271436126111,49.0633047599281,0.046742864413198,0.00769310680665703,"geom",0.505952380952381,FALSE,"geom",0.505952380952381
"YdcI",1,2,-0.281638982271542,0.672604002166938,-0.074029761904762,0.649794139907883,0.718361017728458,0.672604002166938,-0.346404761904762,0.863611073738506,-0.311431547619048,0.688014806547598,1.81672645447558,1.71126210713994,2.26522491133889,2.03895105560192,1.84159440854846,"max",0.410714285714286,FALSE,"max",0.410714285714286
